Time,Boom Cmd,Stick Cmd,Bucket Cmd,Swing Cmd,Boom Ctrl,Stick Ctrl,Bucket Ctrl,Swing Ctrl,Boom Blended,Stick Blended,Bucket Blended,Swing Blended,Boom Ms,Stick Ms,Bucket Ms,Swing Ms,SG0,SG1,SG2,SG3,SG4,SG5,Subgoal,Alpha
0.165714025497,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.203491926193,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.237232923508,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.269613981247,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.301851987839,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.333091020584,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.364179849625,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.395047903061,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.426510810852,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.458042860031,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.489189863205,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.520246982574,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.551441907883,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.582501888275,0.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
